RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Set
1108,15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,No Credit Card,Not Active,149471.13,Exit,Test
1109,15678886,Golubev,679,Germany,Male,38,7,110555.37,2,Has Credit Card,Not Active,46522.68,Stay,Train
1110,15616330,Liao,595,France,Male,31,4,0,2,Has Credit Card,Not Active,189995.86,Stay,Test
1111,15592229,Mullan,713,France,Female,52,0,185891.54,1,Has Credit Card,Active,46369.57,Exit,Train
1112,15798424,Glover,833,Germany,Male,59,1,130854.59,1,Has Credit Card,Active,30722.52,Exit,Test
1113,15714750,Northey,690,France,Female,42,3,92578.14,2,No Credit Card,Not Active,70810.6,Stay,Test
1114,15648800,Paterson,731,Germany,Female,21,8,132312.06,1,Has Credit Card,Not Active,106663.46,Exit,Test
1115,15626147,Maclean,608,France,Female,62,8,144976.5,1,No Credit Card,Not Active,175836.03,Exit,Train
1116,15626608,Howarde,479,Spain,Male,48,5,87070.23,1,No Credit Card,Active,85646.41,Stay,Train
1117,15723250,Teng,519,France,Male,42,8,0,2,Has Credit Card,Active,101485.72,Stay,Train
1118,15592583,Colman,731,France,Female,47,1,115414.19,3,No Credit Card,Not Active,191734.67,Exit,Train
1119,15759381,Johnson,617,Spain,Male,61,7,91070.43,1,Has Credit Card,Active,101839.77,Stay,Train
1120,15585241,Butcher,756,Spain,Male,29,2,117412.19,2,Has Credit Card,Not Active,4888.91,Stay,Train
1121,15589358,Stanley,848,Germany,Male,31,4,90018.45,2,Has Credit Card,Not Active,193132.98,Stay,Train
1122,15672704,Jackson,809,France,Female,24,4,0,2,Has Credit Card,Not Active,193518.76,Stay,Test
1123,15789955,Hu,698,Germany,Male,56,1,112414.81,2,No Credit Card,Not Active,93982.02,Exit,Train
1124,15596800,Hill,779,Germany,Male,33,1,158456.76,1,Has Credit Card,Active,197000.92,Exit,Test
1125,15627305,Pan,606,Spain,Male,35,7,0,1,Has Credit Card,Not Active,106837.06,Exit,Train
1126,15645316,Han,612,Germany,Female,58,1,149641.53,1,Has Credit Card,Active,115161.28,Stay,Train
1127,15593973,Wilkie,663,Spain,Female,33,8,122528.18,1,Has Credit Card,Not Active,196260.3,Stay,Train
1128,15647301,Bray,549,Germany,Female,45,3,143734.01,2,Has Credit Card,Active,96404.38,Stay,Test
1129,15750258,Ann,675,France,Female,32,2,155663.31,1,Has Credit Card,Not Active,97658.66,Stay,Train
1130,15685309,Souter,669,France,Female,35,7,0,1,Has Credit Card,Active,49108.23,Exit,Train
1131,15628205,Greco,571,Germany,Female,34,1,101736.66,1,No Credit Card,Active,195651.66,Stay,Train
1132,15733974,Mao,500,Spain,Male,37,9,125822.21,1,Has Credit Card,Not Active,111698,Stay,Train
1133,15762110,Anderson,628,France,Male,37,0,0,2,Has Credit Card,Active,171707.93,Stay,Train
1134,15706899,Ma,559,France,Male,34,4,0,2,Has Credit Card,Active,66721.98,Stay,Train
1135,15732660,Black,769,France,Female,27,2,0,1,Has Credit Card,Active,57876.05,Stay,Train
1136,15656121,Medvedeva,733,Germany,Male,31,6,157791.07,2,No Credit Card,Not Active,177994.81,Stay,Train
1137,15614220,Benson,750,France,Male,22,5,0,2,No Credit Card,Active,105125.65,Stay,Train
1138,15645269,Duncan,583,France,Female,42,4,0,2,Has Credit Card,Not Active,17439.66,Stay,Train
1139,15698510,Onwudiwe,468,Germany,Male,42,9,181627.14,2,Has Credit Card,Not Active,172668.39,Stay,Train
1140,15569247,Mitchell,727,Spain,Female,57,1,109679.72,1,No Credit Card,Active,753.37,Stay,Train
1141,15566251,Ferrari,618,France,Female,37,5,96652.86,1,Has Credit Card,Not Active,98686.4,Exit,Train
1142,15716134,Russo,617,France,Male,40,5,190008.32,2,Has Credit Card,Active,107047.92,Stay,Train
1143,15763625,Hazon,793,Spain,Male,41,9,0,2,Has Credit Card,Not Active,152153.74,Stay,Test
1144,15605965,Henderson,630,France,Male,43,9,0,2,Has Credit Card,Active,34338.04,Stay,Train
1145,15694821,Hardy,765,Germany,Male,43,4,148962.76,1,No Credit Card,Active,173878.87,Exit,Test
1146,15601688,Piccio,546,France,Male,28,8,0,1,Has Credit Card,Not Active,159254.29,Stay,Test
1147,15575581,Dickson,614,Germany,Female,30,3,131344.52,2,Has Credit Card,Not Active,54776.64,Stay,Train
1148,15671209,Holden,593,Germany,Female,29,5,101713.84,3,Has Credit Card,Not Active,134594.99,Stay,Test
1149,15616529,Hsieh,613,Spain,Male,34,3,0,1,Has Credit Card,Active,41724.72,Stay,Train
1150,15773906,Doherty,655,France,Male,38,4,0,2,No Credit Card,Not Active,110527.71,Stay,Test
1151,15722993,Page,700,France,Female,27,6,137963.07,1,No Credit Card,Not Active,8996.79,Stay,Train
1152,15752463,Samuel,826,Spain,Female,29,4,129938.07,1,No Credit Card,Active,190200.53,Stay,Train
1153,15589754,Malloy,652,Germany,Male,45,2,151421.44,1,No Credit Card,Active,115333.43,Stay,Train
1154,15669899,Fitts,755,Germany,Female,45,7,135643,1,No Credit Card,Not Active,143619.52,Exit,Test
1155,15766887,Iadanza,538,Spain,Male,39,2,122773.5,2,Has Credit Card,Active,58467.08,Stay,Train
1156,15768006,Wu,729,France,Male,34,3,152303.8,1,Has Credit Card,Not Active,12128.69,Stay,Test
1157,15741295,Yefimova,615,France,Male,49,3,0,2,Has Credit Card,Active,49872.33,Stay,Test
1158,15811327,Pan,700,Spain,Male,54,1,79415.67,1,No Credit Card,Active,139735.54,Stay,Train
1159,15690007,Ts'ui,434,Germany,Female,58,9,125801.03,2,Has Credit Card,Not Active,60891.8,Exit,Train
1160,15690664,Liang,729,Spain,Male,37,10,0,2,Has Credit Card,Not Active,100862.54,Stay,Train
1161,15719348,Tsao,513,France,Male,35,8,0,1,Has Credit Card,Not Active,76640.29,Exit,Train
1162,15781802,Abramov,755,France,Male,41,6,104817.41,1,Has Credit Card,Not Active,126013.58,Exit,Train
1163,15752731,Millar,615,France,Female,30,9,0,1,Has Credit Card,Not Active,87347.82,Stay,Test
1164,15600997,Demuth,747,Germany,Female,32,5,67495.04,2,No Credit Card,Active,77370.37,Stay,Train
1165,15750776,Genovese,850,France,Female,36,0,164850.54,1,Has Credit Card,Active,62722.44,Stay,Train
1166,15723907,Lawless,712,Germany,Female,49,5,154776.42,2,No Credit Card,Not Active,196257.68,Stay,Train
1167,15633419,Brooks,622,Germany,Female,28,1,143124.63,2,Has Credit Card,Not Active,81723.8,Stay,Train
1168,15702430,Ignatyeva,548,France,Female,35,10,0,1,Has Credit Card,Active,31299.71,Stay,Train
1169,15710456,Balmain,607,France,Female,27,2,0,2,Has Credit Card,Not Active,63495.86,Stay,Train
1170,15650351,Millar,653,France,Female,38,8,102133.38,1,Has Credit Card,Active,166520.96,Stay,Train
1171,15590820,Ecuyer,699,Spain,Male,26,6,79932.41,1,No Credit Card,Not Active,150242.44,Stay,Train
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,No Credit Card,Not Active,27345.18,Exit,Train
1173,15697789,Li Fonti,647,Germany,Female,43,3,122717.53,2,Has Credit Card,Active,87000.39,Stay,Train
1174,15808182,Beneventi,478,Spain,Female,36,3,92363.3,2,Has Credit Card,Not Active,44912.7,Stay,Train
1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,Has Credit Card,Not Active,179978.68,Exit,Train
1176,15721292,Atkins,719,Spain,Male,39,5,0,2,Has Credit Card,Not Active,145759.7,Stay,Test
1177,15604217,Williams,726,France,Male,34,9,0,2,No Credit Card,Not Active,14121.61,Stay,Train
1178,15651369,Wright,626,France,Male,21,1,0,2,Has Credit Card,Not Active,66232.23,Stay,Train
1179,15782454,Hancock,552,France,Male,49,4,0,1,Has Credit Card,Active,190296.76,Exit,Train
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,No Credit Card,Not Active,172782.69,Stay,Train
1181,15570326,Wilkins,621,France,Male,34,6,0,2,Has Credit Card,Active,99128.13,Stay,Test
1182,15624428,Longo,651,Germany,Female,24,7,40224.7,1,Has Credit Card,Active,178341.33,Stay,Train
1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,Has Credit Card,Active,146992.24,Exit,Train
1184,15600992,Madukaego,652,France,Male,36,1,0,2,Has Credit Card,Active,151314.98,Stay,Test
1185,15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,Has Credit Card,Not Active,92915.84,Stay,Train
1186,15795228,Stewart,756,France,Male,37,3,132623.6,1,Has Credit Card,Active,58974,Stay,Train
1187,15589257,Grant,670,France,Female,35,3,103465.02,2,Has Credit Card,Active,174627.06,Stay,Train
1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,Has Credit Card,Active,79579.94,Exit,Train
1189,15639882,She,528,France,Male,30,2,128262.72,2,Has Credit Card,Not Active,50771.16,Stay,Test
1190,15791279,Murray,701,France,Male,40,5,169742.64,1,Has Credit Card,Active,153537.55,Exit,Train
1191,15636935,Rischbieth,797,France,Female,29,1,0,2,Has Credit Card,Active,132975.39,Stay,Test
1192,15686909,Lung,639,Germany,Male,27,3,150795.81,1,No Credit Card,Active,85208.93,Stay,Train
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,Has Credit Card,Not Active,170214.82,Exit,Train
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,Has Credit Card,Not Active,100615.14,Exit,Train
1195,15573769,Fiorentini,764,France,Female,24,7,0,2,Has Credit Card,Not Active,186105.99,Stay,Test
1196,15578866,Hughes,676,France,Female,43,2,0,1,Has Credit Card,Active,55119.53,Stay,Test
1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,Has Credit Card,Not Active,28760.99,Stay,Train
1198,15813444,McIntosh,590,Spain,Female,34,6,0,2,Has Credit Card,Not Active,171021.44,Stay,Test
1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,Has Credit Card,Not Active,176678.72,Stay,Train
1200,15769169,Trentino,645,France,Male,41,7,0,1,No Credit Card,Active,28667.56,Stay,Test
1201,15804602,Boyd,772,Germany,Male,30,6,99785.28,2,No Credit Card,Not Active,197238.03,Stay,Train
1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,Has Credit Card,Not Active,139994.68,Exit,Train
1203,15724334,Alekseyeva,529,France,Male,22,5,0,1,Has Credit Card,Not Active,151169.83,Stay,Train
1204,15569451,Miller,463,France,Male,35,2,101257.16,1,Has Credit Card,Active,118113.64,Stay,Train
1205,15650098,Baranova,630,France,Female,40,7,0,2,Has Credit Card,Active,34453.17,Stay,Train
1206,15724307,Mitchell,780,France,Male,76,10,121313.88,1,No Credit Card,Active,64872.33,Stay,Train
1207,15599268,Yobachi,584,Spain,Male,32,5,0,2,Has Credit Card,Not Active,10956.82,Stay,Train
1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,Has Credit Card,Active,36885.85,Stay,Train
1209,15616451,Genovese,697,France,Female,47,6,128252.66,1,Has Credit Card,Active,168053.4,Stay,Test
1210,15715667,Sorokina,850,France,Female,32,7,0,2,No Credit Card,Not Active,155227,Stay,Train
1211,15658969,Gray,711,France,Male,51,7,0,3,Has Credit Card,Not Active,38409.79,Exit,Test
1212,15738174,Ervin,452,France,Female,32,5,0,2,No Credit Card,Active,75279.39,Stay,Train
1213,15813590,Vance,610,Spain,Male,42,6,0,2,Has Credit Card,Not Active,158302.59,Exit,Train
1214,15624229,Noble,694,France,Female,22,4,0,2,Has Credit Card,Active,11525.72,Stay,Train
1215,15674148,Milanesi,579,Spain,Male,33,6,0,1,Has Credit Card,Not Active,94993.04,Exit,Train
1216,15625080,Parkin,745,Spain,Female,54,8,0,1,Has Credit Card,Not Active,173912.29,Exit,Train
1217,15682528,Cremonesi,572,France,Male,33,5,0,1,No Credit Card,Active,41139.05,Stay,Train
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,Has Credit Card,Active,58019.95,Stay,Test
1219,15730038,Docherty,706,France,Female,23,5,0,1,No Credit Card,Not Active,164128.41,Exit,Train
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,Has Credit Card,Active,46998.13,Exit,Train
1221,15654654,L?,725,Germany,Female,33,7,115182.84,2,Has Credit Card,Active,177279.41,Stay,Test
1222,15697625,Bevan,791,France,Male,37,2,163789.49,2,Has Credit Card,Not Active,75832.53,Stay,Train
1223,15616280,Hsia,536,France,Male,46,1,65733.41,1,Has Credit Card,Not Active,61094.53,Stay,Test
1224,15654229,O'Neill,699,Spain,Male,47,1,0,2,No Credit Card,Active,30117.44,Stay,Train
1225,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,Has Credit Card,Not Active,179227.12,Stay,Test
1226,15733387,Pham,707,Spain,Female,53,6,109663.47,1,Has Credit Card,Active,52110.45,Stay,Train
1227,15775572,Bergamaschi,531,Germany,Female,42,6,88324.31,2,Has Credit Card,Not Active,75248.75,Stay,Train
1228,15613844,Murphy,557,France,Female,28,7,146445.24,2,Has Credit Card,Not Active,184317.74,Stay,Train
1229,15578515,Osinachi,659,France,Female,38,3,0,2,Has Credit Card,Not Active,158553.1,Stay,Train
1230,15607598,Muravyov,575,Spain,Female,31,6,0,2,Has Credit Card,Active,95686.42,Stay,Train
1231,15742480,Igwebuike,775,Germany,Male,36,2,109949.05,2,No Credit Card,Active,71682.54,Stay,Train
1232,15749482,Zack,772,Spain,Male,30,4,78653.05,1,Has Credit Card,Not Active,1790.48,Stay,Train
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,Has Credit Card,Not Active,139431,Exit,Train
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,Has Credit Card,Not Active,118358.54,Stay,Train
1235,15684865,Lucchesi,771,France,Female,66,7,143773.07,1,Has Credit Card,Active,130827.88,Stay,Train
1236,15600700,Pan,523,Germany,Male,63,6,116227.27,1,Has Credit Card,Active,119404.63,Stay,Train
1237,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,Has Credit Card,Active,162703,Stay,Train
1238,15634267,Yudin,717,France,Male,42,5,0,2,Has Credit Card,Not Active,172665.21,Stay,Train
1239,15619626,Wade,746,France,Male,24,3,137492.35,2,No Credit Card,Active,170142.09,Stay,Train
1240,15660422,Chung,569,France,Male,28,7,0,2,Has Credit Card,Not Active,73977.23,Stay,Train
1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,Has Credit Card,Active,60906.12,Stay,Train
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,Has Credit Card,Active,194867.27,Stay,Train
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,Has Credit Card,Active,193716.56,Stay,Train
1244,15593331,Sidorov,693,Germany,Male,25,6,146580.69,1,No Credit Card,Active,14633.35,Stay,Train
1245,15616709,Bunton,587,Germany,Female,38,0,132122.42,2,No Credit Card,Not Active,31730.32,Stay,Train
1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,Has Credit Card,Not Active,20063.63,Exit,Test
1247,15721189,Kung,666,France,Female,66,7,0,2,Has Credit Card,Active,99792.82,Stay,Train
1248,15711288,Hay,512,France,Male,24,6,0,2,Has Credit Card,Not Active,37654.31,Stay,Test
1249,15770030,Conti,689,Spain,Female,28,3,0,2,Has Credit Card,Active,192449.02,Stay,Train
1250,15803681,Sims,803,France,Female,26,4,0,2,Has Credit Card,Active,181208.47,Stay,Train
1251,15702789,Carter,548,Germany,Male,32,5,175214.71,1,Has Credit Card,Active,155165.61,Stay,Test
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,Has Credit Card,Not Active,121504.18,Exit,Train
1253,15658306,Lo,693,France,Male,68,4,97705.99,1,Has Credit Card,Active,61569.07,Stay,Train
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,Has Credit Card,Not Active,123269.71,Stay,Test
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,Has Credit Card,Not Active,31272.14,Exit,Test
1256,15615032,Peng,624,Spain,Male,46,3,0,2,Has Credit Card,Active,62825.03,Stay,Train
1257,15781989,Drake-Brockman,733,France,Male,42,9,120094.93,1,Has Credit Card,Not Active,184056.45,Stay,Train
1258,15647402,Wan,628,France,Female,38,3,0,2,Has Credit Card,Active,48924.73,Stay,Train
1259,15740494,Cameron,633,France,Female,33,3,0,2,Has Credit Card,Not Active,191111.02,Stay,Train
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,No Credit Card,Active,54184.06,Stay,Train
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,Has Credit Card,Not Active,64381.33,Exit,Train
1262,15794870,Sal,744,Germany,Male,38,6,73023.17,2,Has Credit Card,Not Active,78770.86,Stay,Test
1263,15747591,Chung,665,Spain,Female,40,1,173432.55,1,No Credit Card,Active,116766.79,Stay,Train
1264,15726557,Lai,638,France,Female,42,7,165679.92,1,No Credit Card,Not Active,32916.29,Stay,Test
1265,15732199,Gether,837,Spain,Male,31,9,104678.62,1,No Credit Card,Active,50972.6,Stay,Train
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,Has Credit Card,Not Active,122066.5,Exit,Train
1267,15749050,Justice,548,France,Female,36,3,0,1,Has Credit Card,Not Active,65996.9,Stay,Train
1268,15781586,Osonduagwuike,837,Germany,Male,38,2,126732.85,1,Has Credit Card,Active,79577.38,Stay,Train
1269,15617078,Ewing,658,France,Female,44,6,148481.09,1,Has Credit Card,Not Active,130529.13,Stay,Train
1270,15723339,Chin,554,France,Female,38,4,137654.05,2,Has Credit Card,Active,172629.67,Stay,Train
1271,15671322,Chiang,724,Germany,Male,30,7,115315.04,1,Has Credit Card,Not Active,15216.53,Stay,Train
1272,15793854,Ahmed,723,France,Male,42,2,99095.73,1,Has Credit Card,Active,17512.53,Stay,Train
1273,15756539,Marshall,585,Germany,Female,39,7,165610.41,2,No Credit Card,Not Active,131852.01,Stay,Train
1274,15612064,Tsou,474,France,Male,33,5,0,2,Has Credit Card,Not Active,181945.52,Exit,Train
1275,15625916,Chien,562,Spain,Male,32,6,161628.66,1,Has Credit Card,Not Active,91482.5,Stay,Train
1276,15683195,Ubanwa,719,France,Male,32,9,146605.27,1,Has Credit Card,Active,77119.45,Stay,Train
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,Has Credit Card,Not Active,95611.74,Exit,Train
1278,15721719,Calabresi,743,France,Male,42,7,77002.2,2,Has Credit Card,Active,80428.42,Stay,Test
1279,15641690,Hsiao,681,Spain,Male,67,7,0,2,No Credit Card,Active,163714.92,Stay,Train
1280,15634896,Grant,521,France,Female,39,6,0,2,No Credit Card,Active,27375.15,Stay,Train
1281,15671590,H?,741,Spain,Male,25,4,0,2,Has Credit Card,Active,73873.65,Stay,Train
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,No Credit Card,Not Active,139266.48,Exit,Train
1283,15778287,Ugoji,622,France,Male,35,8,0,2,Has Credit Card,Active,131772.51,Stay,Train
1284,15609510,Gregory,669,France,Male,45,7,149364.58,1,No Credit Card,Active,173454.07,Stay,Train
1285,15742229,Mackay,583,France,Male,59,7,127450.14,1,No Credit Card,Active,67552.71,Stay,Train
1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5,162278.32,1,Has Credit Card,Active,34765.33,Stay,Test
1287,15590993,Findlay,579,Spain,Male,37,5,152212.88,2,No Credit Card,Not Active,120219.14,Stay,Train
1288,15565701,Ferri,698,Spain,Female,39,9,161993.89,1,No Credit Card,Not Active,90212.38,Stay,Train
1289,15597239,Ku,548,Spain,Male,39,7,131468.44,1,Has Credit Card,Not Active,164975.82,Stay,Train
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,Has Credit Card,Not Active,1285.81,Exit,Train
1291,15813917,Kirk,653,Germany,Male,31,9,143321.97,1,Has Credit Card,Not Active,83679.46,Stay,Train
1292,15679611,Andrews,734,Spain,Female,37,2,130404.92,1,No Credit Card,Not Active,34548.74,Stay,Train
1293,15636589,Murray,794,France,Female,41,7,0,2,Has Credit Card,Active,74275.08,Stay,Train
1294,15687752,Griffin,641,France,Male,30,2,87505.47,2,No Credit Card,Active,7278.57,Stay,Train
1295,15584363,Longstaff,824,France,Male,30,0,133634.02,1,Has Credit Card,Active,162053.92,Stay,Train
1296,15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,No Credit Card,Not Active,199336.63,Stay,Test
1297,15803365,Coffee,653,Spain,Male,55,2,70263.83,1,No Credit Card,Active,62347.71,Stay,Train
1298,15793247,Hancock,498,France,Male,34,5,0,2,Has Credit Card,Active,91711.66,Stay,Test
1299,15572360,Clark,683,France,Male,30,10,57657.49,1,No Credit Card,Not Active,79240.9,Stay,Train
1300,15795166,Creswell,618,Germany,Male,42,8,153572.31,2,Has Credit Card,Active,76679.6,Stay,Train
1301,15724620,Dodds,538,France,Male,37,1,134752.08,1,Has Credit Card,Not Active,162511.55,Stay,Train
1302,15800856,Ewen,643,Spain,Male,34,3,83132.09,1,Has Credit Card,Active,21360.88,Stay,Train
1303,15671097,Carter,428,France,Female,31,2,0,2,Has Credit Card,Not Active,54487.43,Stay,Train
1304,15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,Has Credit Card,Not Active,53931.05,Exit,Train
1305,15749004,Tsao,718,France,Female,31,0,118100.59,2,Has Credit Card,Not Active,103165.15,Stay,Train
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,No Credit Card,Not Active,146359.81,Exit,Train
1307,15709117,Fanucci,823,Spain,Female,46,3,81576.75,1,Has Credit Card,Active,28370.95,Exit,Train
1308,15638806,Blackburn,645,Spain,Male,49,2,0,2,No Credit Card,Not Active,10023.15,Stay,Train
1309,15662294,Bennett,710,France,Male,33,10,118327.17,2,Has Credit Card,Active,192928.82,Stay,Train
1310,15690079,Boniwell,591,Spain,Male,30,8,124857.69,2,No Credit Card,Not Active,50485.7,Stay,Train
1311,15759317,Vasilieva,748,Germany,Female,27,2,90971.85,1,Has Credit Card,Active,131662.47,Stay,Test
1312,15750497,Longo,850,France,Female,37,7,153147.75,1,Has Credit Card,Active,152235.3,Stay,Train
1313,15596181,Kwemto,542,France,Male,38,8,65942.26,1,Has Credit Card,Active,68093.23,Exit,Train
1314,15576602,Lawrence,809,France,Male,38,3,0,2,Has Credit Card,Active,80061.31,Stay,Test
1315,15644833,Duncan,675,France,Male,54,2,0,1,Has Credit Card,Not Active,149583.67,Exit,Test
1316,15734634,Bocharova,607,Spain,Female,27,5,100912.19,1,No Credit Card,Not Active,7631.27,Stay,Test
1317,15808689,Morres,850,France,Female,31,4,0,2,Has Credit Card,Active,33082.81,Stay,Train
1318,15720702,Shih,789,France,Male,37,3,0,1,Has Credit Card,Not Active,121883.87,Exit,Train
1319,15665077,Vogel,598,France,Female,43,5,0,3,Has Credit Card,Active,100722.72,Exit,Test
1320,15763612,T'an,756,Germany,Male,41,2,124439.49,2,No Credit Card,Active,47093.11,Stay,Train
1321,15596493,Wisdom,687,France,Female,47,7,0,2,Has Credit Card,Active,177624.01,Stay,Train
1322,15704483,Lorenzo,724,France,Male,40,6,0,2,No Credit Card,Not Active,106149.48,Stay,Train
1323,15598846,Shahan,700,France,Female,44,2,58781.76,1,Has Credit Card,Not Active,16874.92,Stay,Train
1324,15629244,Bryant,635,Spain,Male,50,7,159453.64,2,No Credit Card,Not Active,54560.79,Exit,Train
1325,15765537,Liang,687,Germany,Male,26,2,142721.52,1,Has Credit Card,Active,153605.75,Stay,Train
1326,15729975,Chidozie,613,France,Female,46,8,167795.6,1,No Credit Card,Active,44390.38,Stay,Train
1327,15682773,Hayward,781,France,Female,38,3,128345.69,2,Has Credit Card,Not Active,63218.85,Stay,Train
1328,15688007,Liu,703,Spain,Male,20,3,165260.98,1,Has Credit Card,Active,41626.78,Stay,Train
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,No Credit Card,Active,24765.53,Exit,Test
1330,15645572,Calabresi,743,France,Female,40,6,0,1,Has Credit Card,Not Active,28280.8,Exit,Train
1331,15742854,Lettiere,640,Spain,Female,46,8,0,2,Has Credit Card,Not Active,89043.19,Stay,Test
1332,15575417,Chou,849,Germany,Male,37,7,143452.74,2,Has Credit Card,Active,17294.12,Stay,Train
1333,15796721,Nnamutaezinwa,778,France,Male,38,3,145018.49,2,Has Credit Card,Active,126702.41,Stay,Train
1334,15734942,Nnamutaezinwa,539,Germany,Female,38,8,82407.51,1,Has Credit Card,Not Active,13123.41,Stay,Train
1335,15664772,Greece,489,Germany,Male,28,1,79460.98,2,Has Credit Card,Active,167973.63,Stay,Train
1336,15576683,Yin,568,Spain,Female,43,9,0,1,Has Credit Card,Not Active,125870.79,Exit,Train
1337,15682563,Larionova,618,Spain,Male,38,5,126473.99,1,Has Credit Card,Not Active,91972.49,Stay,Train
1338,15650889,Golubev,710,Germany,Female,30,10,133537.1,2,Has Credit Card,Not Active,155593.74,Stay,Train
1339,15612108,Norman,625,France,Male,52,5,164978.01,1,Has Credit Card,Active,67788.49,Stay,Train
1340,15761132,Capon,682,Spain,Male,46,7,128029.72,1,Has Credit Card,Active,62615.35,Stay,Test
1341,15645511,Chukwudi,727,Spain,Male,43,2,97403.18,1,Has Credit Card,Active,107415.02,Exit,Train
1342,15609824,Fedorov,794,France,Female,41,7,176845.41,3,Has Credit Card,Not Active,166526.26,Exit,Train
1343,15640268,Avdeeva,652,Spain,Male,71,4,0,1,Has Credit Card,Active,120107.1,Stay,Train
1344,15645778,Reid,670,Spain,Male,42,3,81589.04,1,Has Credit Card,Not Active,188227.8,Stay,Train
1345,15691104,Kennedy,460,Germany,Female,40,6,119507.58,2,Has Credit Card,Not Active,91560.63,Exit,Train
1346,15714567,Chan,568,Spain,Female,26,6,0,2,No Credit Card,Not Active,166495.2,Stay,Train
1347,15777826,Wofford,643,France,Male,30,5,94443.77,1,Has Credit Card,Active,165614.4,Stay,Test
1348,15668445,Mai,521,France,Male,37,2,0,2,Has Credit Card,Active,86372.24,Stay,Test
1349,15576162,King,615,France,Male,32,7,92199.84,1,Has Credit Card,Active,2755.53,Stay,Train
1350,15778135,T'ao,575,Spain,Male,43,3,0,1,Has Credit Card,Not Active,83594.51,Stay,Test
1351,15613141,Hsu,717,France,Female,41,3,135756.96,1,Has Credit Card,Active,103706.41,Stay,Train
1352,15635435,White,648,France,Female,54,9,120633.42,1,No Credit Card,Not Active,5924.38,Exit,Train
1353,15596552,Stephens,535,Germany,Male,48,5,134542.73,1,Has Credit Card,Active,58203.67,Exit,Train
1354,15623644,Frolov,626,Spain,Male,29,7,0,2,Has Credit Card,Not Active,49361.84,Stay,Train
1355,15683403,Lombardi,611,Spain,Male,52,7,0,1,No Credit Card,Active,73585.18,Exit,Train
1356,15615029,Munro,734,Spain,Male,39,6,0,1,Has Credit Card,Active,95135.27,Stay,Test
1357,15769005,Hayward,709,France,Male,49,4,154344.49,2,Has Credit Card,Active,38794.57,Stay,Train
1358,15746326,Fields,591,France,Male,43,3,0,2,No Credit Card,Active,198926.36,Stay,Train
1359,15722364,Onwumelu,664,France,Male,43,9,189026.53,2,Has Credit Card,Active,56099.86,Stay,Train
1360,15704954,Suffolk,431,France,Male,37,0,120764.08,1,Has Credit Card,Active,117023.08,Stay,Train
1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,No Credit Card,Active,62083,Stay,Test
1362,15754068,Judd,578,France,Male,32,4,0,2,Has Credit Card,Active,141822.8,Stay,Train
1363,15683841,Hamilton,555,Germany,Male,41,10,113270.2,2,Has Credit Card,Active,185387.14,Stay,Train
1364,15789095,T'ang,775,Spain,Male,30,4,0,2,No Credit Card,Active,57461.13,Stay,Train
1365,15719958,Degtyarev,850,Germany,Male,39,3,124548.99,2,Has Credit Card,Active,120380.12,Stay,Train
